,AccountID,User,Report,Contact,Planner,Analitic,Handbook,UserGroup,WorkSpace,CrmTemplate,Process_Task,TaskTemplate,TaskFilter_CRM,HandbookEntries,ProjectTemplate,TaskFilter_Task,CustomField_Task,TaskFilter_Project,EmailFileAttachment,TaskCustomField_AnaliticTotal,Trigger,RobotUser,TaskStatus,EmailFilter,EmailGenericInbox,Zapier,AccessByIP,MobileApp,CustomField_Project,MacrosButtons,CustomField_CRM,Integration_Maps,Telephony,TechAdmin,CustomGroupField_Task,TaskCustomField_SubtasksSum,FileTemplate,PlannerSchedule,Process_Contact,ActiveContact,WorkSpaceLogo,CustomGroupField_CRM,TaskCustomField_Formula,ContactAccessToCompanyTasks,Integration_OpenAI,Integration_Fb,Orgtree,Integration_Telegram,TelegramGroupChat,Integration_Viber,EmailSmtp,EmailTemplate,Lang_Ru,Lang_En,Lang_Uk,Integration_TelegramBot,CustomGroupField_Project,MindMap,EmailSignature,QuickResponse,Integration_WhatsApp,Integration_Instagram,ReportSave,VoiceMessage,GoogleCalendar,ReportExportTemplate,Lang_Ro,TwoStepAuth,Integration_WebChat,Integration_Chatra,Integration_Vk,BelarusTaxPortalIntegration,AutocompleteIntegrationBilling,GoogleContacts,ScheduledReport,TaskObject,Lang_Pl,Integration_Avito,Integration_Twilio,Lang_De,DadataIntegration
838,316352,6.0,11.0,3001.0,7.0,1.0,,3.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
839,316356,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,316358,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,316362,,4.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
842,316366,1.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
843,316370,1.0,16.0,22.0,6.0,3.0,2.0,2.0,,2.0,1.0,2.0,2.0,12.0,,1.0,2.0,,1.0,,7.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,316374,1.0,11.0,1.0,4.0,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,316376,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,316378,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,316388,1.0,1.0,1047.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,11.0,,1.0,8.0,,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,316402,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,316404,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,316406,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,316408,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,316410,2.0,11.0,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,316414,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,316416,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,316430,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,316452,1.0,11.0,50.0,5.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,1.0,3.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,316456,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,316462,2.0,11.0,1.0,6.0,1.0,,3.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
859,316468,3.0,11.0,1.0,5.0,1.0,,3.0,,2.0,1.0,3.0,2.0,,,1.0,4.0,,1.0,,1.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,316478,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,316480,4.0,20.0,5.0,8.0,3.0,3.0,3.0,2.0,3.0,3.0,6.0,3.0,3.0,,9.0,5.0,,1.0,1.0,11.0,2.0,10.0,2.0,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
862,316482,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
863,316502,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,316510,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
865,316512,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
866,316520,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,10.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
867,316530,,11.0,11.0,6.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,5.0,,1.0,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
868,316544,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
869,316550,5.0,11.0,6.0,3.0,1.0,,4.0,,2.0,1.0,2.0,2.0,,,1.0,4.0,,1.0,,4.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
870,316552,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
871,316558,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
872,316560,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,316562,1.0,18.0,13.0,7.0,3.0,14.0,10.0,3.0,3.0,10.0,27.0,3.0,17.0,,11.0,84.0,,1.0,1.0,25.0,2.0,32.0,1.0,1.0,,,,,13.0,33.0,,,,1.0,,3.0,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
874,316588,1.0,13.0,16.0,8.0,3.0,,1.0,,2.0,4.0,6.0,2.0,22.0,,1.0,7.0,,1.0,,5.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
875,316594,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,316600,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,316604,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,316608,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,316614,,11.0,1.0,5.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,316624,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,316638,1.0,11.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
882,316678,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
883,316682,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,316696,2.0,22.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,316698,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,316706,1.0,11.0,1.0,6.0,1.0,,1.0,,2.0,1.0,3.0,2.0,,,1.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,316710,1.0,16.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0,1.0,,1.0,,9.0,1.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
888,316728,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,316732,1.0,11.0,4.0,5.0,1.0,,1.0,,2.0,,1.0,3.0,,,2.0,2.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
890,316736,6.0,16.0,1.0,8.0,9.0,11.0,7.0,,3.0,3.0,4.0,2.0,14.0,1.0,8.0,47.0,,1.0,,27.0,1.0,24.0,2.0,4.0,,,,,3.0,11.0,,,,,1.0,,,,,,,4.0,,,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
891,316742,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
892,316748,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
893,316752,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,316760,1.0,11.0,41.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
895,316766,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
896,316768,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,316770,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
898,316780,2.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,316782,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,316786,2.0,11.0,1.0,4.0,1.0,,2.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,316794,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,316796,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,316804,1.0,11.0,4.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
904,316820,1.0,11.0,9.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
905,316828,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,316832,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,316860,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,316868,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
909,316874,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
910,316878,2.0,14.0,9.0,13.0,9.0,30.0,3.0,2.0,8.0,5.0,7.0,45.0,412.0,,45.0,83.0,,1.0,9.0,58.0,2.0,18.0,2.0,1.0,,,,,7.0,58.0,,,,1.0,3.0,,,1.0,,,2.0,11.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
911,316880,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,316888,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
913,316894,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,316896,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,316900,1.0,17.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,,7.0,4.0,,1.0,1.0,10.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,316902,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,316908,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,316910,2.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,316914,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
920,316916,1.0,11.0,4.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
921,316936,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,316948,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,316952,1.0,9.0,2.0,4.0,1.0,,1.0,,2.0,,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,316954,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,316960,,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,316966,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,316976,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,15.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
928,316978,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,316982,1.0,11.0,3.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
930,316986,1.0,11.0,3.0,4.0,1.0,,1.0,,2.0,,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
931,316988,1.0,11.0,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,316990,9.0,11.0,2.0,4.0,1.0,,17.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933,317000,1.0,15.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,,7.0,4.0,,1.0,1.0,10.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,317014,2.0,37.0,3.0,29.0,6.0,5.0,6.0,7.0,5.0,7.0,16.0,7.0,12.0,3.0,14.0,26.0,4.0,1.0,3.0,25.0,3.0,23.0,3.0,3.0,,,,1.0,4.0,15.0,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
935,317016,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,317020,6.0,11.0,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,317022,1.0,11.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,317028,3.0,14.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,317030,1.0,11.0,1.0,4.0,1.0,,2.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,317038,1.0,22.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,317048,1.0,9.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
