,AccountID,User,Report,Contact,Planner,Analitic,UserGroup,CrmTemplate,TaskTemplate,TaskFilter_CRM,TaskFilter_Task,EmailFileAttachment,Trigger,Handbook,RobotUser,WorkSpace,TaskStatus,EmailFilter,FileTemplate,Process_Task,MacrosButtons,CustomField_CRM,HandbookEntries,Process_Contact,CustomField_Task,EmailGenericInbox,TaskCustomField_AnaliticTotal,MobileApp,AccessByIP,ProjectTemplate,TaskFilter_Project,CustomField_Project,EmailSignature,CustomGroupField_Task,WorkSpaceLogo,PlannerSchedule,Integration_Maps,Orgtree,DadataIntegration,AutocompleteIntegrationBilling,MindMap,EmailSmtp,CustomGroupField_CRM,Integration_TelegramBot,TaskCustomField_Formula,CustomGroupField_Project,Integration_WhatsApp,QuickResponse,GoogleCalendar,TelegramGroupChat,Integration_Telegram,Integration_Fb,Integration_Instagram,EmailTemplate,TaskCustomField_SubtasksSum,Telephony,ContactAccessToCompanyTasks,ActiveContact,Integration_Vk,ReportSave,TechAdmin,Integration_Avito,VoiceMessage,Lang_Ru,Integration_OpenAI,Zapier,BelarusTaxPortalIntegration,Integration_Chatra,EmailLastActions,Lang_En,Integration_Viber,TwoStepAuth,ScheduledReport,Lang_Uk,TaskObject,WorkSpaceColor,Integration_WebChat,ReportExportTemplate,GoogleContacts
6160,329832,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6161,329834,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
6162,329836,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6163,329838,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6164,329842,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6165,329844,1.0,18.0,4.0,10.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,4.0,,5.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6166,329846,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6167,329848,1.0,18.0,1.0,8.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,7.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6168,329850,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6169,329854,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6170,329858,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6171,329860,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6172,329862,2.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6173,329866,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6174,329868,1.0,18.0,1.0,9.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,,1.0,,1.0,6.0,,,2.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6175,329870,1.0,13.0,2.0,9.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,9.0,,,2.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6176,329872,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6177,329874,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6178,329878,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6179,329880,3.0,18.0,1.0,8.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
6180,329882,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6181,329884,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6182,329886,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6183,329888,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6184,329890,2.0,7.0,1.0,11.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,5.0,3.0,,1.0,5.0,,,2.0,,,12.0,,6.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6185,329892,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6186,329894,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6187,329896,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6188,329900,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6189,329902,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6190,329904,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6191,329908,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6192,329910,4.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,
6193,329912,3.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
6194,329914,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6195,329920,1.0,13.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6196,329924,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6197,329926,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6198,329928,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6199,329932,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6200,329938,4.0,13.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
6201,329944,1.0,13.0,2.0,9.0,3.0,1.0,3.0,8.0,2.0,2.0,1.0,,6.0,,1.0,13.0,,,5.0,1.0,15.0,2.0,,13.0,,2.0,,,,,,,,,,,,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6202,329954,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6203,329958,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6204,329960,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6205,329966,1.0,14.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,,,1.0,,,11.0,,2.0,,,,,1.0,2.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6206,329972,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6207,329976,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6208,329978,1.0,13.0,7.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6209,329986,1.0,13.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6210,329990,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6211,330002,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6212,330004,2.0,20.0,1.0,8.0,2.0,2.0,4.0,6.0,5.0,6.0,1.0,25.0,1.0,1.0,2.0,11.0,1.0,3.0,1.0,4.0,14.0,11.0,1.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6213,330008,1.0,13.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6214,330010,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6215,330020,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6216,330022,1.0,13.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6217,330026,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6218,330028,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6219,330030,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6220,330032,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6221,330034,1.0,16.0,1.0,6.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,,,1.0,3.0,1.0,,1.0,,1.0,,1.0,5.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6222,330036,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6223,330038,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6224,330040,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6225,330042,1.0,13.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6226,330044,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6227,330046,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6228,330048,1.0,17.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,1.0,7.0,,,1.0,,,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6229,330052,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6230,330054,1.0,18.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,12.0,,,1.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6231,330060,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6232,330062,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6233,330068,2.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6234,330070,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6235,330072,1.0,13.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6236,330074,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6237,330076,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6238,330078,1.0,13.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6239,330080,1.0,13.0,7.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,8.0,1.0,,,3.0,3.0,,1.0,1.0,3.0,91.0,,6.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6240,330084,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6241,330086,1.0,13.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6242,330088,1.0,13.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6243,330090,2.0,13.0,1.0,4.0,1.0,1.0,2.0,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6244,330092,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6245,330094,1.0,13.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6246,330096,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6247,330098,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6248,330112,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6249,330114,1.0,13.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6250,330116,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6251,330118,2.0,25.0,1.0,13.0,5.0,7.0,2.0,5.0,4.0,7.0,1.0,1.0,6.0,,3.0,,,12.0,3.0,,,50.0,,6.0,,2.0,,,2.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
6252,330120,1.0,16.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,,,,5.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6253,330124,1.0,18.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6254,330126,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6255,330128,12.0,18.0,1.0,8.0,3.0,13.0,2.0,2.0,4.0,4.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
6256,330130,1.0,13.0,12.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,81.0,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6257,330132,1.0,13.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6258,330136,4.0,21.0,37.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,8.0,2.0,,1.0,5.0,,,1.0,,,50.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
6259,330138,1.0,13.0,2.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,43.0,,,8.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6260,330144,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6261,330146,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6262,330148,1.0,13.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
6263,330150,1.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
