,AccountID,User,Report,Contact,Planner,Analitic,UserGroup,CrmTemplate,TaskTemplate,TaskFilter_CRM,TaskFilter_Task,EmailFileAttachment,Trigger,Handbook,RobotUser,WorkSpace,TaskStatus,EmailFilter,FileTemplate,Process_Task,MacrosButtons,CustomField_CRM,HandbookEntries,Process_Contact,CustomField_Task,EmailGenericInbox,TaskCustomField_AnaliticTotal,MobileApp,AccessByIP,ProjectTemplate,TaskFilter_Project,CustomField_Project,EmailSignature,CustomGroupField_Task,WorkSpaceLogo,PlannerSchedule,Integration_Maps,Orgtree,DadataIntegration,AutocompleteIntegrationBilling,MindMap,EmailSmtp,CustomGroupField_CRM,Integration_TelegramBot,TaskCustomField_Formula,CustomGroupField_Project,Integration_WhatsApp,QuickResponse,GoogleCalendar,TelegramGroupChat,Integration_Telegram,Integration_Fb,Integration_Instagram,EmailTemplate,TaskCustomField_SubtasksSum,Telephony,ContactAccessToCompanyTasks,ActiveContact,Integration_Vk,ReportSave,TechAdmin,Integration_Avito,VoiceMessage,Lang_Ru,Integration_OpenAI,Zapier,BelarusTaxPortalIntegration,Integration_Chatra,EmailLastActions,Lang_En,Integration_Viber,TwoStepAuth,ScheduledReport,Lang_Uk,TaskObject,WorkSpaceColor,Integration_WebChat,ReportExportTemplate,GoogleContacts
1850,316120,1.0,11.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1851,316122,6.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
1852,316124,4.0,7.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0,6.0,1.0,25.0,1.0,1.0,,10.0,1.0,3.0,1.0,4.0,14.0,11.0,1.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
1853,316126,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1854,316128,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1855,316130,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1856,316132,1.0,16.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1857,316136,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1858,316140,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1859,316142,1.0,17.0,1.0,6.0,3.0,2.0,3.0,5.0,3.0,7.0,1.0,10.0,2.0,1.0,1.0,7.0,1.0,,2.0,,,3.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1860,316144,1.0,16.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1861,316148,2.0,11.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1862,316150,2.0,11.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1863,316152,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1864,316154,7.0,11.0,18.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
1865,316156,1.0,9.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1866,316158,1.0,16.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1867,316160,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1868,316166,2.0,11.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1869,316168,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1870,316170,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1871,316174,1.0,16.0,1.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1872,316176,1.0,11.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,6.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
1873,316178,2.0,15.0,1.0,5.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,50.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1874,316180,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1875,316182,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1876,316184,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1877,316186,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1878,316192,2.0,29.0,2.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,12.0,2.0,,31.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,
1879,316194,1.0,16.0,1.0,8.0,3.0,13.0,2.0,4.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,5.0,,2.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1880,316196,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1881,316198,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1882,316200,1.0,11.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1883,316202,3.0,11.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
1884,316206,4.0,11.0,4.0,11.0,3.0,1.0,2.0,8.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,20.0,,,6.0,2.0,2.0,1.0,,20.0,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
1885,316216,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1886,316220,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1887,316226,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1888,316230,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1889,316234,8.0,12.0,4.0,7.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
1890,316238,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1891,316240,1.0,12.0,1.0,22.0,2.0,1.0,7.0,31.0,,1.0,1.0,164.0,51.0,8.0,,38.0,,6.0,6.0,36.0,186.0,2211.0,,348.0,,1.0,,,1.0,,5.0,,4.0,1.0,,,,,,,,2.0,,9.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1892,316242,3.0,11.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
1893,316244,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1894,316246,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1895,316248,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1896,316250,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1897,316252,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1898,316256,1.0,11.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1899,316258,1.0,11.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1900,316260,4.0,11.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,
1901,316262,4.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
1902,316264,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1903,316268,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1904,316270,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1905,316274,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1906,316276,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1907,316278,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1908,316280,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1909,316282,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1910,316286,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1911,316290,2.0,11.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,,1.0,,1.0,6.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1912,316292,1.0,11.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1913,316294,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1914,316296,1.0,4.0,9.0,2.0,5.0,8.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,,7.0,,,1.0,1.0,,3.0,,12.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1915,316298,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1916,316302,1.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1917,316304,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1918,316306,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1919,316308,1.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1920,316310,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1921,316314,1.0,11.0,162.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1922,316318,2.0,11.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1923,316328,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1924,316332,1.0,13.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,,,1.0,3.0,,,,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1925,316334,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1926,316336,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1927,316342,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1928,316344,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1929,316346,7.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
1930,316348,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1931,316350,1.0,16.0,2.0,8.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,4.0,,6.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1932,316354,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1933,316360,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1934,316364,2.0,11.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1935,316368,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1936,316372,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1937,316380,1.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1938,316382,2.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1939,316384,1.0,11.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1940,316386,3.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
1941,316390,1.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1942,316392,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1943,316394,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1944,316396,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1945,316398,1.0,14.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,,,,5.0,,,1.0,,,,,2.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1946,316400,4.0,13.0,9.0,10.0,3.0,3.0,2.0,74.0,2.0,5.0,1.0,,1.0,,1.0,,,,,,,2.0,,3.0,,,2.0,,3.0,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,1.0,4.0,,,,,,,,,1.0,,,,,,
1947,316412,1.0,11.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1948,316418,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1949,316420,3.0,16.0,2.0,5.0,4.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,,,10.0,,12.0,1.0,,22.0,12.0,,,,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
1950,316422,1.0,14.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,,,,5.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1951,316424,1.0,11.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1952,316426,1.0,17.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,7.0,1.0,10.0,3.0,1.0,1.0,34.0,1.0,,3.0,,,5.0,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
